AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0.13,0.0,0.0,0.14,0.0,1.24,0.31,1.46,0.0,0.0,1.3,0.74,0.29,0.0,1.26,0.0,0.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.06,0.0,0.0,0.21,0.0,1.1,0.21,1.55,0.0,0.0,1.19,0.65,0.23,0.0,1.36,0.29,0.14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.16,0.0,0.0,0.0,0.0,1.12,0.0,1.54,0.0,0.0,1.11,0.83,0.1,0.0,1.22,0.05,0.13,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.21,0.0,1.36,0.0,0.0,1.24,0.78,0.27,0.0,1.27,0.0,0.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.13,0.85,2.26,0.31,1.51,0.71,0.33,0.78,0.5,1.07,0.29,1.78,1.5,0.69,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.66,2.66,0.24,1.66,0.77,0.47,0.77,0.52,0.95,0.42,1.39,1.33,0.64,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.22,0.84,2.62,0.47,1.76,0.64,0.19,0.92,0.31,1.23,0.26,1.69,1.2,0.57,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.49,1.0,2.47,0.35,1.92,0.85,0.41,0.89,0.0,1.18,0.01,2.69,1.69,0.38,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.07,0.0,0.01,0.43,1.33,2.54,0.57,2.13,0.96,1.0,0.65,0.0,1.15,0.0,3.47,1.76,0.27,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.21,0.0,0.17,0.08,1.3,2.21,0.62,2.31,0.89,0.86,0.8,0.0,1.3,0.0,3.74,1.79,0.14,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.23,0.0,0.07,0.65,1.26,2.52,0.45,2.4,0.98,0.83,0.66,0.0,1.13,0.0,3.87,2.0,0.09,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.2,0.0,0.1,0.23,1.29,2.55,0.35,2.42,1.08,1.33,0.66,0.0,1.3,0.0,3.79,1.7,0.29,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.07,0.0,0.21,0.05,0.62,2.86,0.59,1.89,0.72,1.06,1.42,0.28,0.96,0.0,1.75,0.48,2.15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.53,2.01,0.28,1.88,0.85,1.24,1.31,0.9,1.36,0.14,1.43,0.5,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.4,0.52,2.65,0.29,1.78,0.82,1.09,1.12,0.41,1.07,0.0,1.93,0.81,0.51,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.02,0.0,0.0,0.28,0.41,1.98,0.38,1.57,0.56,1.04,1.2,0.72,1.32,0.0,1.71,0.57,0.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.04,0.0,0.0,0.38,0.36,1.85,0.3,1.61,0.54,0.95,1.24,0.49,0.96,0.07,1.27,0.32,0.48,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.56,0.32,2.22,0.11,1.6,0.48,0.86,1.33,0.29,1.03,0.24,1.33,0.49,0.56,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.07,0.0,0.0,0.69,0.51,2.24,0.33,1.69,0.73,0.82,1.16,0.33,1.15,0.0,1.7,0.53,0.55,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.12,0.17,0.0,1.23,0.74,1.52,0.93,1.58,0.15,0.92,0.0,0.0,0.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.64,0.0,0.78,0.0,0.91,0.0,0.63,1.75,1.08,0.63,0.16,0.29,0.34,0.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.65,0.0,0.91,0.0,0.6,0.0,0.93,1.85,1.79,0.88,0.54,0.0,0.12,0.52,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.14,0.0,0.29,1.0,0.18,1.92,0.0,1.11,0.21,0.43,1.67,0.27,0.87,0.0,2.02,1.1,0.61,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.08,0.0,0.95,0.0,0.56,0.0,0.58,2.17,1.53,1.05,0.19,0.0,0.39,0.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.59,0.0,1.34,0.0,0.65,0.0,0.53,1.91,1.25,1.03,0.18,0.0,0.41,0.63,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.28,0.37,0.18,1.71,0.0,1.04,0.2,0.81,1.73,0.69,0.83,0.0,1.24,1.2,0.49,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.28,0.65,0.23,1.45,0.0,1.19,0.3,0.65,1.49,0.3,0.91,0.0,2.27,1.35,0.39,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.05,0.0,0.35,0.78,0.3,1.75,0.08,1.23,0.3,0.51,1.58,0.16,0.79,0.0,2.3,1.32,0.38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.18,0.0,0.13,0.56,0.4,1.38,0.0,1.31,0.31,0.78,1.54,0.02,0.71,0.0,2.56,1.32,0.49,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.08,0.38,0.0,0.87,0.0,0.49,0.0,0.53,1.95,1.24,0.77,0.18,0.0,0.32,0.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.3,0.39,0.08,1.85,0.0,0.82,0.14,0.72,1.62,0.48,0.97,0.0,1.11,0.99,0.88,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.17,0.13,0.62,0.51,0.34,1.56,0.04,1.15,0.28,0.96,1.6,0.06,0.77,0.0,2.1,1.58,0.64,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.19,0.38,0.0,1.15,0.0,0.59,0.03,0.38,1.55,0.46,0.94,0.0,0.86,0.57,0.71,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.14,0.28,0.68,0.2,1.41,0.0,0.92,0.11,0.66,1.69,0.44,0.98,0.0,1.46,1.24,0.66,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.45,0.0,0.0,0.92,0.93,0.46,0.0,0.49,1.24,2.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.38,0.61,0.0,0.74,0.0,0.53,0.0,0.0,1.04,1.03,0.54,0.32,0.48,1.29,2.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.3,0.0,0.07,1.16,0.0,0.55,0.0,0.0,0.97,0.77,0.43,0.06,0.42,1.14,2.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.24,0.0,0.2,1.49,0.04,0.66,0.0,0.0,1.07,0.69,0.5,0.0,0.57,1.12,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.14,0.0,0.17,1.41,0.0,0.23,0.0,0.0,0.8,0.53,0.13,0.01,0.48,1.31,0.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.16,0.0,1.15,0.0,0.2,0.0,0.0,0.77,0.95,0.29,0.05,0.39,1.3,0.39,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.04,0.48,0.0,0.87,0.0,0.59,0.0,0.0,0.66,0.66,0.0,0.02,0.56,1.16,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.04,0.0,0.34,1.09,0.0,1.2,0.0,0.18,0.0,0.0,1.17,1.15,0.46,0.0,0.24,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.34,1.1,0.0,1.21,0.0,0.02,0.0,0.0,1.23,1.06,0.29,0.0,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.23,1.7,0.0,1.29,0.0,0.1,0.0,0.0,1.07,0.86,0.37,0.0,0.15,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.19,1.13,0.0,0.98,0.0,0.17,0.0,0.0,1.07,0.87,0.3,0.0,0.27,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.01,0.0,0.16,0.87,0.0,0.99,0.0,0.14,0.0,0.0,1.17,1.12,0.71,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.18,0.8,0.0,1.19,0.0,0.0,0.0,0.0,0.95,1.13,0.28,0.13,0.19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.01,0.0,0.23,1.22,0.0,1.29,0.0,0.23,0.0,0.0,1.2,1.22,0.4,0.01,0.18,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.63,0.0,0.0,1.58,0.0,0.5,0.0,0.0,1.32,0.0,0.81,0.02,1.49,1.15,0.89,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.8,0.3,0.02,1.54,0.0,0.15,0.0,1.2,0.7,1.11,2.06,0.84,0.0,0.51,1.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.78,0.38,0.12,2.06,0.0,0.28,0.0,1.17,0.57,1.17,2.07,0.79,0.0,0.22,1.45,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.61,0.17,0.0,1.3,0.0,0.12,0.0,1.01,0.58,1.11,2.03,1.05,0.0,0.04,0.76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.33,0.58,0.0,1.14,0.0,0.2,0.0,1.03,0.64,1.11,2.13,0.95,0.0,0.23,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.32,0.51,0.0,1.13,0.0,0.0,0.0,1.07,0.52,0.96,1.89,0.76,0.0,0.02,0.56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.25,0.48,0.0,1.24,0.0,0.0,0.0,0.65,0.6,1.14,1.75,0.88,0.0,0.08,0.54,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.62,0.44,0.0,0.97,0.0,0.0,0.0,1.04,0.53,0.96,1.58,0.71,0.0,0.1,0.58,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.8,0.65,0.0,1.25,0.0,0.0,0.0,1.09,0.56,1.04,1.97,0.69,0.0,0.36,0.51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.56,0.43,0.0,0.67,0.0,0.0,0.0,0.92,0.7,0.91,1.93,0.63,0.0,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.51,0.81,0.0,0.79,0.0,0.05,0.0,0.81,0.71,0.85,1.58,0.56,0.0,0.0,0.53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.47,0.57,0.0,1.05,0.0,0.05,0.0,0.82,0.51,0.75,1.52,0.6,0.0,0.41,0.72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.66,0.68,0.0,1.17,0.0,0.0,0.0,0.56,0.64,0.66,1.69,0.42,0.0,0.0,0.62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.94,0.46,0.0,1.14,0.0,0.0,0.0,0.45,0.58,0.66,1.77,0.63,0.0,0.0,0.71,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.7,0.19,0.0,1.19,0.0,0.04,0.0,0.86,0.53,0.87,1.56,0.56,0.0,0.0,0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.19,0.0,0.0,0.0,0.47,1.77,0.0,2.2,0.84,0.14,1.02,0.0,0.0,0.52,2.23,0.0,0.82,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.61,0.51,0.0,0.29,0.0,0.14,0.0,0.0,0.77,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.81,0.77,0.0,0.72,0.0,0.25,0.0,0.0,0.65,0.72,0.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.08,0.35,0.0,0.72,0.0,0.0,0.0,0.0,0.61,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.97,0.61,0.0,0.96,0.0,0.0,0.0,0.0,0.49,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.77,0.31,0.0,0.89,0.0,0.13,0.0,0.0,0.7,0.83,0.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.88,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.63,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.37,0.0,0.26,0.46,0.24,2.25,0.0,1.05,0.0,0.0,0.99,0.4,0.53,0.0,1.86,1.07,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.34,0.0,0.26,0.48,0.35,2.46,0.0,1.3,0.0,0.0,0.84,0.49,0.23,0.0,1.96,1.11,0.2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.22,0.0,0.23,0.26,0.31,1.98,0.0,1.34,0.0,0.0,0.87,0.44,0.27,0.0,2.01,1.22,0.28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.32,0.0,0.15,0.15,0.19,1.95,0.0,1.21,0.0,0.0,1.09,0.26,0.19,0.0,1.97,0.93,0.22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.35,0.0,0.22,0.1,0.33,2.27,0.0,1.36,0.0,0.0,0.98,0.34,0.0,0.0,1.95,0.86,0.31,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.08,0.0,0.02,0.29,0.11,1.91,0.0,1.27,0.0,0.0,0.88,0.21,0.17,0.0,1.91,0.8,0.29,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.07,0.0,0.0,0.0,0.0,1.44,0.0,0.9,0.0,0.0,1.05,0.5,0.24,0.0,1.36,0.79,0.57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.03,0.37,1.19,2.79,0.53,2.58,1.04,1.37,0.26,0.0,0.73,0.0,3.54,1.91,0.58,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
0.04,0.0,0.01,0.26,1.11,3.04,0.49,2.29,1.18,1.3,0.28,0.0,0.69,0.07,3.6,1.45,0.6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.11,0.0,1.23,2.76,0.35,2.13,1.18,1.17,0.1,0.0,0.68,0.29,3.4,1.71,0.77,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.05,0.28,1.06,3.15,0.37,1.82,1.25,1.21,0.4,0.0,0.6,0.17,3.07,1.37,0.74,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.45,0.83,2.33,0.23,1.53,0.99,1.34,0.42,0.0,0.73,0.47,2.12,1.5,0.89,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.37,0.79,2.68,0.23,1.61,0.93,1.4,0.43,0.22,0.87,0.62,1.78,1.31,0.91,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.36,0.0,0.0,1.01,0.5,1.74,0.0,2.36,0.37,0.65,0.9,0.39,0.2,0.06,2.8,1.44,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.81,0.0,0.0,1.15,0.53,1.99,0.13,2.31,0.6,0.62,0.75,0.41,0.3,0.03,2.87,1.69,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.59,0.0,0.0,0.65,0.66,1.95,0.0,2.73,0.67,0.33,0.75,0.18,0.25,0.0,2.8,1.35,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.33,0.0,0.0,0.83,0.39,1.77,0.02,1.7,0.42,0.0,0.71,0.43,0.27,0.25,1.7,0.94,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.68,0.0,0.0,0.34,0.1,1.26,0.0,1.31,0.65,0.0,1.1,0.54,0.38,0.38,0.65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.69,0.35,1.85,0.0,1.46,0.51,0.0,1.02,0.39,0.18,0.3,1.19,0.07,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0.49,0.0,0.0,1.14,0.52,2.09,0.21,1.74,0.57,0.0,1.28,0.36,0.05,0.25,1.68,0.31,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
0.23,0.0,0.0,0.98,0.61,1.77,0.14,1.94,0.62,0.0,1.33,0.0,0.0,0.0,2.34,0.38,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.28,0.36,0.05,0.0,0.63,1.39,0.34,2.18,0.76,1.72,0.92,0.0,0.57,0.0,1.99,0.77,1.94,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.12,0.32,0.57,0.0,0.53,2.0,0.53,1.8,0.39,1.63,0.92,0.0,0.0,0.0,2.34,1.23,1.57,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.05,0.78,0.8,3.23,0.48,1.93,0.34,0.75,1.12,0.0,0.95,0.0,2.73,1.25,0.81,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.3,0.0,0.08,0.25,0.34,2.63,0.47,1.55,0.02,0.43,0.99,0.16,1.05,0.0,2.45,0.95,0.21,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.18,0.0,0.0,0.48,0.27,2.04,0.23,1.8,0.13,0.85,1.0,0.19,0.83,0.0,2.38,0.46,0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.26,0.0,0.07,0.43,0.24,1.79,0.25,1.59,0.03,0.4,0.86,0.16,0.66,0.0,2.15,0.51,0.34,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.14,0.0,0.05,0.35,0.2,1.71,0.17,1.86,0.1,0.56,0.98,0.41,0.77,0.0,2.2,0.68,0.29,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
